145,L,W,22,-0.0028,11.7504,0.11314,0,8.4,9.4,10.5,11.8,13.2,14.7,16.5,2025-05-31 00:00:00,2025-06-01 00:00:00
146,L,W,23,-0.0083,11.9514,0.11369,0,8.5,9.5,10.7,12,13.4,15,16.8,2025-05-31 00:00:00,2025-06-01 00:00:00
147,L,W,24,-0.0137,12.1515,0.11426,0,8.6,9.7,10.8,12.2,13.6,15.3,17.1,2025-05-31 00:00:00,2025-06-01 00:00:00
148,L,W,25,-0.0189,12.3502,0.11485,0,8.8,9.8,11,12.4,13.9,15.5,17.5,2025-05-31 00:00:00,2025-06-01 00:00:00
149,L,W,26,-0.024,12.5466,0.11544,0,8.9,10,11.2,12.5,14.1,15.8,17.8,2025-05-31 00:00:00,2025-06-01 00:00:00
150,L,W,27,-0.0289,12.7401,0.11604,0,9,10.1,11.3,12.7,14.3,16.1,18.1,2025-05-31 00:00:00,2025-06-01 00:00:00
151,L,W,28,-0.0337,12.9303,0.11664,0,9.1,10.2,11.5,12.9,14.5,16.3,18.4,2025-05-31 00:00:00,2025-06-01 00:00:00
152,L,W,29,-0.0385,13.1169,0.11723,0,9.2,10.4,11.7,13.1,14.8,16.6,18.7,2025-05-31 00:00:00,2025-06-01 00:00:00
153,L,W,30,-0.0431,13.3,0.11781,0,9.4,10.5,11.8,13.3,15,16.9,19,2025-05-31 00:00:00,2025-06-01 00:00:00
154,L,W,31,-0.0476,13.4798,0.11839,0,9.5,10.7,12,13.5,15.2,17.1,19.3,2025-05-31 00:00:00,2025-06-01 00:00:00
155,L,W,32,-0.052,13.6567,0.11896,0,9.6,10.8,12.1,13.7,15.4,17.4,19.6,2025-05-31 00:00:00,2025-06-01 00:00:00
156,L,W,33,-0.0564,13.8309,0.11953,0,9.7,10.9,12.3,13.8,15.6,17.6,19.9,2025-05-31 00:00:00,2025-06-01 00:00:00
157,L,W,34,-0.0606,14.0031,0.12008,0,9.8,11,12.4,14,15.8,17.8,20.2,2025-05-31 00:00:00,2025-06-01 00:00:00
158,L,W,35,-0.0648,14.1736,0.12062,0,9.9,11.2,12.6,14.2,16,18.1,20.4,2025-05-31 00:00:00,2025-06-01 00:00:00
159,L,W,36,-0.0689,14.3429,0.12116,0,10,11.3,12.7,14.3,16.2,18.3,20.7,2025-05-31 00:00:00,2025-06-01 00:00:00
160,L,W,37,-0.0729,14.5113,0.12168,0,10.1,11.4,12.9,14.5,16.4,18.6,21,2025-05-31 00:00:00,2025-06-01 00:00:00
161,L,W,38,-0.0769,14.6791,0.1222,0,10.2,11.5,13,14.7,16.6,18.8,21.3,2025-05-31 00:00:00,2025-06-01 00:00:00
162,L,W,39,-0.0808,14.8466,0.12271,0,10.3,11.6,13.1,14.8,16.8,19,21.6,2025-05-31 00:00:00,2025-06-01 00:00:00
163,L,W,40,-0.0846,15.014,0.12322,0,10.4,11.8,13.3,15,17,19.3,21.9,2025-05-31 00:00:00,2025-06-01 00:00:00
